main_institution,main_address,subsidiary_name,latitude,longitude
Lənkəran Rayon Mərkəzi Xəstəxanası,"Lənkəran şəhəri, Nizami Gəncəvi küçəsi 67",Şirinsu tibb məntəqəsi,38.7590415,48.8373552
Lənkəran Rayon Mərkəzi Xəstəxanası,"Lənkəran şəhəri, Nizami Gəncəvi küçəsi 67",Türkəkəran tibb məntəqəsi,38.7590415,48.8373552
Lənkəran Rayon Mərkəzi Xəstəxanası,"Lənkəran şəhəri, Nizami Gəncəvi küçəsi 67",Bürcəli tibb məntəqəsi,38.7590415,48.8373552
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Masallı Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Boradigah Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Viləş Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Hişkədərə Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Ərkivan Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Masallı Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Boradigah Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Viləş Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Hişkədərə Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Ərkivan Ailə Sağlamlıq Mərkəzi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Gəyəçöl kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Həsənli kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Təzə Alvadı kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Şərəfə Kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Köhnə Alvadı kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Təklə kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Çaxırlı kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qarğalıq kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Xırmandalı kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Musaküçə kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qodman kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Bədəlan kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Böyük Kolatan kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Yeyənkənd kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Güllütəpə kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Miyankü kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",1-ci Yeddioymaq kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qızılağac kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Xıl kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Sərçüvar kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Təzəkənd kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qızılavar kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Türkoba kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Tüklə kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Mahmudavar kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Birinci Səmidxanlı kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qəriblər kənd həkim məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Köçəkli kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Hacıtəpə kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Banbaşı kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Yolağac kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Alışanlı kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Sığıncaq kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Kəlbəhüseyinli kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Öncəqala kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Hüseynhacılı kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Qədirli kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Eminli kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Kürdəbazlı kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Ərəb kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Kubin kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Şatıroba kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Sığdaş kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Xanalyan kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Babaser kənd tibb məntəqəsi,39.0260901,48.6827173
Masallı Rayon Mərkəzi Xəstəxanası,"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",Rüdəkənar kənd tibb məntəqəsi,39.0260901,48.6827173
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",7 nömrəli Uşaq Yoluxucu Xəstəliklər Xəstəxanası,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",Uşaq Klinik Xəstəxanası,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",Yanıq Mərkəzi,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",8 nömrəli Şəhər Poliklinikası,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",18 nömrəli Şəhər Poliklinikası,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",6 nömrəli Uşaq Poliklinikası,40.403416666666665,49.86222222222222
Nərimanov Tibb Mərkəzi,"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",Şuşa Modul Tipli Xəstəxana,40.403416666666665,49.86222222222222
Naftalan Şəhər Mərkəzi Xəstəxanası,"Naftalan şəhəri, İslam Həsənzadə küçəsi 197",Qasımbəyli tibb məntəqəsi,40.5090753,46.8157414
Naftalan Şəhər Mərkəzi Xəstəxanası,"Naftalan şəhəri, İslam Həsənzadə küçəsi 197",Qaşaltı tibb məntəqəsi,40.5090753,46.8157414
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Xıllı Ailə Sağlamlıq Mərkəzi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Xolqaraqaşlı Ailə Sağlamlıq Mərkəzi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Aşağı Qaramanlı kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Cəngən kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Həsənabad qəsəbə həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Kürkənd kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",1 №-li Mayak kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Qaçaqkənd kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Qırmızıkənd kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Tatarməhlə kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Xəzər kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Aşağı Surra kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Bankə qəsəbə həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Boyad kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Yeniqışlaq kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Yuxarı Qaramanlı kənd həkim məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Kürqarabucaq tibb məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Sahil tibb məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Xoltəzəkənd tibb məntəqəsi,39.375056,49.2400369
Neftçala Rayon Mərkəzi Xəstəxanası,"Neftçala rayonu, M.Ə. Sabir küçəsi 506",Şirvanlı tibb məntəqəsi,39.375056,49.2400369
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Xaçmaz Ailə Sağlamlıq Mərkəzi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Sincan həkim tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Kərimli həkim məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Padar həkim tibb məntəqələri,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Böyük söyüdlü tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Bayan tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Qumlaq tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Xal-xal tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Bucaq tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Calud tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Filfilli tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Xaçmazqışlaq tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Yemişanlı tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Tayfıllı tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Qarabaldır tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Zərrab tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Şirvanlı tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Baş Daşağıl tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Qarabulaq tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Ərmənət tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Xaçmaz-Daşüz tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Başdaşağıl-Malıx tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Çaldaş tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Mollalı tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Yaqublu tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Muxas tibb məntəqəsi,41.0593846,47.4643171
Oğuz Rayon Mərkəzi Xəstəxanası,"Oğuz şəhəri, Dədə Qorqud küçəsi 1",Dəymədərə tibb məntəqəsi,41.0593846,47.4643171
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Fətəlikənd Ailə Sağlamlıq Mərkəzi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Sarıcalar kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Qara Nuru kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Nəsimikənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Məmmədabad həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Dadəqorqud kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Smadakənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Azadkənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Məzrəli kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Varxankənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Qraqlı kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Şirinbəy kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Nabatkənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Nərimankənd kənd həkim məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Orta Muğan tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Əbilkənd tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Mircəlalkənd tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Genişkənd tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Əliabad tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Əhmədbəyli tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Kamallı tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Əlisultanlı tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Bəylər tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Potubəyli tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Gomuşçu tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Qaracalar tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Mustafabəyli tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Musalı tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Novruzlu tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Yeni Novruzlu tibb məntəqəsi,39.9197646,48.3526522
Saatlı Mərkəzi Rayon Xəstəxanası,"Saatlı rayonu, Heydər Əliyev prospekti 300",Qazanbatan tibb məntəqəsi,39.9197646,48.3526522
Şirvan Rayon Mərkəzi Xəstəxanası,"Şirvan şəhəri, Heydər Əliyev pr.16",Bayramlı həkim məntəqəsi,39.951972222222224,48.936388888888885
Şirvan Rayon Mərkəzi Xəstəxanası,"Şirvan şəhəri, Heydər Əliyev pr.16",Hacıqəhrəmanlı həkim məntəqəsi,39.951972222222224,48.936388888888885
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Parça-Xalac kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Qaraçala qəsəbə həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Arbatan kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Marışlı kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Sarvan kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Yenikənd kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Xələc kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Qızılağac kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Şəkərli kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Kürqaraqaşlı kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Çuxanlı kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Birinci Varlı kənd həkim məntəqəsi,39.578606,48.9810851
Salyan Rayon Mərkəzi Xəstəxanası,"Salyan şəhəri, H.Z.Tağıyev küçəsi114",Aşağı Noxudlu kənd həkim məntəqəsi,39.578606,48.9810851
