address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Bakı şəhəri, Atatürk prospekti 140, AZ1130",131,40.41291073289767,49.84779671669984,,İstanbul NS klinikası,(+994 12) 465 85 00 • (+994 55) 467 85 00,tel:(+994 12) 465 85 00 • (+994 55) 467 85 00,"[40.41291073289767, 49.84779671669984]",40.41291073289767,49.84779671669984,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41291073289767, 49.84779671669984]"" data-lat=""40.41291073289767"" data-long=""49.84779671669984"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İstanbul NS klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Masallı rayonu, Elşad Hüseynov küçəsi",132,39.02242817733689,48.68019236374135,,Bioloji Təbabət Klinikası (Masallı),(+994 25) 215 50 89 • (+994 55) 532 89 88,tel:(+994 25) 215 50 89 • (+994 55) 532 89 88,"[39.02242817733689, 48.68019236374135]",39.02242817733689,48.68019236374135,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.02242817733689, 48.68019236374135]"" data-lat=""39.02242817733689"" data-long=""48.68019236374135"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Bioloji Təbabət Klinikası (Masallı)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/loca..."
"Bakı şəhəri, Yasamal rayonu, Zahid Xəlilov küçəsi 99/101",133,40.381180245159285,49.81171567622839,,Real Hospital,(+994 12) 537 23 23 • (+994 55) 525 23 23,tel:(+994 12) 537 23 23 • (+994 55) 525 23 23,"[40.381180245159285, 49.81171567622839]",40.381180245159285,49.81171567622839,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.381180245159285, 49.81171567622839]"" data-lat=""40.381180245159285"" data-long=""49.81171567622839"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Real Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Bakı şəhəri, Xətai rayonu, Əhmədli qəsəbəsi, Sarayevo küçəsi 184",134,40.386450141472615,49.95954063625865,,Turan Hospital,(+994 12) 570 23 02 • (+994 55) 270 05 24,tel:(+994 12) 570 23 02 • (+994 55) 270 05 24,"[40.386450141472615, 49.95954063625865]",40.386450141472615,49.95954063625865,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.386450141472615, 49.95954063625865]"" data-lat=""40.386450141472615"" data-long=""49.95954063625865"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Turan Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Bakı şəhəri, Nərimanov rayonu, M.Məmmədzadə 8A",135,40.40111019613075,49.87607435258424,,Referans Klinik Laboratoriya Mərkəzi & Poliklinik (Mərkəzi filial),(+994 12) 310 00 22 • (+994 12) 310 00 33,tel:(+994 12) 310 00 22 • (+994 12) 310 00 33,"[40.40111019613075, 49.87607435258424]",40.40111019613075,49.87607435258424,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40111019613075, 49.87607435258424]"" data-lat=""40.40111019613075"" data-long=""49.87607435258424"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Referans Klinik Laboratoriya Mərkəzi &amp; Poliklinik (Mərkəzi filial)</h2> </div> <div class=""location chip copy-clipboard""> <img al..."
"Bakı şəhəri, Xətai rayonu, M.Hadi küçəsi 229D",136,40.388581590312874,49.978117718205816,,Referans Klinik Laboratoriya Mərkəzi & Poliklinik (Əhmədli filialı),(+994 12) 374 94 34 • (+994 77) 426 00 33,tel:(+994 12) 374 94 34 • (+994 77) 426 00 33,"[40.388581590312874, 49.978117718205816]",40.388581590312874,49.978117718205816,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.388581590312874, 49.978117718205816]"" data-lat=""40.388581590312874"" data-long=""49.978117718205816"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Referans Klinik Laboratoriya Mərkəzi &amp; Poliklinik (Əhmədli filialı)</h2> </div> <div class=""location chip copy-clipboard""> <i..."
"Qəbələ şəhəri, Abbas Səhhət küçəsi 25A",137,40.96725011419778,47.8436949957872,,Referans Qəbələ Tibb Mərkəzi,(+994 77) 760 00 33,tel:(+994 77) 760 00 33,"[40.96725011419778, 47.8436949957872]",40.96725011419778,47.8436949957872,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.96725011419778, 47.8436949957872]"" data-lat=""40.96725011419778"" data-long=""47.8436949957872"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Referans Qəbələ Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""..."
"Bakı şəhəri, Səbail rayonu, M.Useynov ev 39",138,40.35495361783272,49.846644034871524,,Dünyagöz,(+994 12) 404 44 69,tel:(+994 12) 404 44 69,"[40.35495361783272, 49.846644034871524]",40.35495361783272,49.846644034871524,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.35495361783272, 49.846644034871524]"" data-lat=""40.35495361783272"" data-long=""49.846644034871524"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Dünyagöz</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı şə..."
"Bakı şəhəri, Nizami rayonu, Q.Qarayev prospekti 2380- 103, AZ1118",139,40.39611092167286,49.95445612647924,,Səhhət Azərbaycan-Almaniya Klinikası,(+994 12) 447 85 55 • (+994 12) 447 50 92,tel:(+994 12) 447 85 55 • (+994 12) 447 50 92,"[40.39611092167286, 49.95445612647924]",40.39611092167286,49.95445612647924,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39611092167286, 49.95445612647924]"" data-lat=""40.39611092167286"" data-long=""49.95445612647924"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Səhhət Azərbaycan-Almaniya Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/loc..."
"Bakı şəhəri, Nəsimi rayonu, 20 Yanvar küçəsi 1B",140,40.411692866100665,49.804472045536336,,Spero Hospital (Dobromed),(+994 12) 430 43 03 • (+994 12) 430 42 26,tel:(+994 12) 430 43 03 • (+994 12) 430 42 26,"[40.411692866100665, 49.804472045536336]",40.411692866100665,49.804472045536336,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.411692866100665, 49.804472045536336]"" data-lat=""40.411692866100665"" data-long=""49.804472045536336"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Spero Hospital (Dobromed)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli-1 küçəsi, ev 21",141,40.410167345498394,49.86263430135381,,Milan Hospital,(+994 12) 409 90 91/92 • (+994 50) 378 43 29,tel:(+994 12) 409 90 91/92 • (+994 50) 378 43 29,"[40.410167345498394, 49.86263430135381]",40.410167345498394,49.86263430135381,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.410167345498394, 49.86263430135381]"" data-lat=""40.410167345498394"" data-long=""49.86263430135381"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Milan Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Bakı şəhəri, Nizami rayonu, Cəmşid Naxçıvanski küçəsi 433, AZ 1118",142,40.40778539817725,49.955084938114176,,Məlhəm Beynəlxalq Hospital,(+994 12) 803 • (+994 51) 201 71 42,tel:(+994 12) 803 • (+994 51) 201 71 42,"[40.40778539817725, 49.955084938114176]",40.40778539817725,49.955084938114176,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40778539817725, 49.955084938114176]"" data-lat=""40.40778539817725"" data-long=""49.955084938114176"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Məlhəm Beynəlxalq Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.sv..."
"Bakı şəhəri, Yasamal rayonu, İnşaatçılar prospekti 8-10, AZ1073",143,40.375889800284334,49.820204714844294,,Olimp Hospital,(+994 12) 2100 • (+994 12) 538 88 00,tel:(+994 12) 2100 • (+994 12) 538 88 00,"[40.375889800284334, 49.820204714844294]",40.375889800284334,49.820204714844294,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.375889800284334, 49.820204714844294]"" data-lat=""40.375889800284334"" data-long=""49.820204714844294"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Olimp Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Nəsimi rayonu, Cəlil Məmmədquluzadə küçəsi 101A",144,40.398109159846086,49.82703274182526,,Kəpəz Hospital,(+994 12) 449 67 57 • (+994 55) 990 00 88,tel:(+994 12) 449 67 57 • (+994 55) 990 00 88,"[40.398109159846086, 49.82703274182526]",40.398109159846086,49.82703274182526,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.398109159846086, 49.82703274182526]"" data-lat=""40.398109159846086"" data-long=""49.82703274182526"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Kəpəz Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Mingəçevir şəhəri, Dilarə Əliyeva küçəsi 2C",145,40.77541011857568,47.04856125160467,,Regional Hospital (Mingəçevir),(+994 12) 0771 • (+994 70) 228 77 71,tel:(+994 12) 0771 • (+994 70) 228 77 71,"[40.77541011857568, 47.04856125160467]",40.77541011857568,47.04856125160467,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.77541011857568, 47.04856125160467]"" data-lat=""40.77541011857568"" data-long=""47.04856125160467"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Regional Hospital (Mingəçevir)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location...."
"Bakı şəhəri, Nəsimi rayonu, S.Rəhimov küçəsi 126/64, AZ1014",146,40.37838786103477,49.83815948229673,,Celamig Göz Klinikası,(+994 12) 596 12 51 • (+994 70) 738 90 00,tel:(+994 12) 596 12 51 • (+994 70) 738 90 00,"[40.37838786103477, 49.83815948229673]",40.37838786103477,49.83815948229673,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.37838786103477, 49.83815948229673]"" data-lat=""40.37838786103477"" data-long=""49.83815948229673"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Celamig Göz Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Bakı şəhəri, Nərimanov rayonu, İ.Hidayətzadə küçəsi 163",147,40.394332722343364,49.873112879939455,,Funda Hospital,(+994 12) *0777 • (+994 12) 567 55 82,tel:(+994 12) *0777 • (+994 12) 567 55 82,"[40.394332722343364, 49.873112879939455]",40.394332722343364,49.873112879939455,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.394332722343364, 49.873112879939455]"" data-lat=""40.394332722343364"" data-long=""49.873112879939455"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Funda Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Nəsimi rayonu, İzzət Həmidov küçəsi 3",148,40.3858148822234,49.84002145717128,,Fonus Eşitmə Mərkəzi,(+994 12) 597 12 00 • (+994 55) 664 63 36,tel:(+994 12) 597 12 00 • (+994 55) 664 63 36,"[40.3858148822234, 49.84002145717128]",40.3858148822234,49.84002145717128,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.3858148822234, 49.84002145717128]"" data-lat=""40.3858148822234"" data-long=""49.84002145717128"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Fonus Eşitmə Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Nizami rayonu, Mehdi Abbasov küçəsi 2",149,40.41283273303972,49.930531642327004,,LİV Bona Dea Hospital,900,tel:900,"[40.41283273303972, 49.930531642327004]",40.41283273303972,49.930531642327004,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41283273303972, 49.930531642327004]"" data-lat=""40.41283273303972"" data-long=""49.930531642327004"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">LİV Bona Dea Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> ..."
"Sumqayıt şəhəri, Bakı küçəsi 37, 44-cü məhəllə",150,40.57626175139799,49.67961798041494,,Unikal Klinika,(018) 642 46 55 • (+994 50) 285 21 76,tel:(018) 642 46 55 • (+994 50) 285 21 76,"[40.57626175139799, 49.67961798041494]",40.57626175139799,49.67961798041494,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.57626175139799, 49.67961798041494]"" data-lat=""40.57626175139799"" data-long=""49.67961798041494"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Unikal Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Sum..."
"Bakı şəhəri, Binəqədi rayonu, S.S.Axundov küçəsi 141",151,40.4269007818874,49.84519303572211,,İstanbul Hospital,(+994 12) 562 40 02 • (+994 55) 265 40 03,tel:(+994 12) 562 40 02 • (+994 55) 265 40 03,"[40.4269007818874, 49.84519303572211]",40.4269007818874,49.84519303572211,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.4269007818874, 49.84519303572211]"" data-lat=""40.4269007818874"" data-long=""49.84519303572211"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İstanbul Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Sumqayıt şəhəri, 6-cı mkr, H.Salayev küçəsi 35A-35B",152,40.58061522089981,49.69076677622838,,Liman Klinika (Sumqayıt),(+994 50) 235 24 34 • (+994 12) 585 14 21,tel:(+994 50) 235 24 34 • (+994 12) 585 14 21,"[40.58061522089981, 49.69076677622838]",40.58061522089981,49.69076677622838,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.58061522089981, 49.69076677622838]"" data-lat=""40.58061522089981"" data-long=""49.69076677622838"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Liman Klinika (Sumqayıt)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/>..."
"Bakı şəhəri, Nərimanov rayonu, 917-ci məhəllə M.Əlizadə 46",153,40.40202064216252,49.840618664593435,,Briz-L Göz Klinikası,(+994 12) 541 19 00 • (+994 12) 541 24 00,tel:(+994 12) 541 19 00 • (+994 12) 541 24 00,"[40.40202064216252, 49.840618664593435]",40.40202064216252,49.840618664593435,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40202064216252, 49.840618664593435]"" data-lat=""40.40202064216252"" data-long=""49.840618664593435"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Briz-L Göz Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Masallı rayonu, Masallı şəhəri, Qarabağ, ev 26, mənzil 28",154,39.03025943137825,48.673815771974816,,MasMedical Center Referans,(+994 12) *0033 • (+994 25) 215 49 95,tel:(+994 12) *0033 • (+994 25) 215 49 95,"[39.03025943137825, 48.673815771974816]",39.03025943137825,48.673815771974816,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.03025943137825, 48.673815771974816]"" data-lat=""39.03025943137825"" data-long=""48.673815771974816"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">MasMedical Center Referans</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.sv..."
"Bakı şəhəri,Nizami rayonu,Qara Qarayev 69",155,40.40783003370113,49.947086072517315,,Xəzər Klinikası,(+994 12) 422 02 30 • (+994 12) 422 03 10,tel:(+994 12) 422 02 30 • (+994 12) 422 03 10,"[40.40783003370113, 49.947086072517315]",40.40783003370113,49.947086072517315,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40783003370113, 49.947086072517315]"" data-lat=""40.40783003370113"" data-long=""49.947086072517315"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Xəzər Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>..."
"Bakı şəhəri, Nəsimi rayonu, A.Məhərrəmov küçəsi, 25B",156,40.40847347979102,49.80954887116349,,Premium Clinic,+994 12 430 05 01 • (+994 12) 430 05 02,tel:+994 12 430 05 01 • (+994 12) 430 05 02,"[40.40847347979102, 49.80954887116349]",40.40847347979102,49.80954887116349,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40847347979102, 49.80954887116349]"" data-lat=""40.40847347979102"" data-long=""49.80954887116349"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Premium Clinic</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bak..."
"Sabirabad şəhəri, Muğan prospekti 40A",157,39.98913602660277,48.46822601435701,,"""Muğan Klinika"" Tibbi Diaqnostika Mərkəzi",(+994 21) 235 77 44 • (+994 70) 235 77 44,tel:(+994 21) 235 77 44 • (+994 70) 235 77 44,"[39.98913602660277, 48.46822601435701]",39.98913602660277,48.46822601435701,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.98913602660277, 48.46822601435701]"" data-lat=""39.98913602660277"" data-long=""48.46822601435701"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">""Muğan Klinika"" Tibbi Diaqnostika Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/sv..."
"Bakı şəhəri, Yasamal rayonu, K.Kazımzadə küçəsi, 118, AZ1065",158,40.378349661127416,49.82013657572665,,Mərkəzi Gömrük Hospitalı,+994 12 404 08 08 • (+994 50) 246 00 37,tel:+994 12 404 08 08 • (+994 50) 246 00 37,"[40.378349661127416, 49.82013657572665]",40.378349661127416,49.82013657572665,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.378349661127416, 49.82013657572665]"" data-lat=""40.378349661127416"" data-long=""49.82013657572665"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Mərkəzi Gömrük Hospitalı</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""..."
"Tovuz rayonu,Tovuz şəhəri, İ.Mürşüdov ev 44",159,40.99813272715845,45.62300013811418,,Tovuz Tibb Mərkəzi,(+994 50) 829 63 38 • (+ 994 223) 15 59 59,tel:(+994 50) 829 63 38 • (+ 994 223) 15 59 59,"[40.99813272715845, 45.62300013811418]",40.99813272715845,45.62300013811418,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.99813272715845, 45.62300013811418]"" data-lat=""40.99813272715845"" data-long=""45.62300013811418"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Tovuz Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Nəsimi rayonu, Zərdabi küçəsi 53",160,40.39797604281631,49.8059790148443,,N.Tusi adına Hospital,(+994 12) 434 00 99 • (+994 10) 228 85 66,tel:(+994 12) 434 00 99 • (+994 10) 228 85 66,"[40.39797604281631, 49.8059790148443]",40.39797604281631,49.8059790148443,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39797604281631, 49.8059790148443]"" data-lat=""40.39797604281631"" data-long=""49.8059790148443"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">N.Tusi adına Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı şəhəri, Nəsimi rayonu, Zərdabi küçəsi 53",161,40.39797604281631,49.8059790148443,,N.Tusi adına Klinika,+994 12 431 35 31 • (+994 50) 208 02 55,tel:+994 12 431 35 31 • (+994 50) 208 02 55,"[40.39797604281631, 49.8059790148443]",40.39797604281631,49.8059790148443,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39797604281631, 49.8059790148443]"" data-lat=""40.39797604281631"" data-long=""49.8059790148443"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">N.Tusi adına Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Bakı şəhəri, Nəsimi rayonu, Bülbül prospekti 58G",162,40.40982604624413,49.86428824132354,,İnci Laboratoriya,+994 12 493 80 47/48,tel:+994 12 493 80 47/48,"[40.40982604624413, 49.86428824132354]",40.40982604624413,49.86428824132354,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40982604624413, 49.86428824132354]"" data-lat=""40.40982604624413"" data-long=""49.86428824132354"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İnci Laboratoriya</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>..."
"Bakı şəhəri, Nizami rayonu, Qara Qarayev prospekti 38A",163,40.41618963776004,49.93917664924741,,Memorial Klinik,(+994 12) 210 10 50 • (+994 55) 410 10 50,tel:(+994 12) 210 10 50 • (+994 55) 410 10 50,"[40.41618963776004, 49.93917664924741]",40.41618963776004,49.93917664924741,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.41618963776004, 49.93917664924741]"" data-lat=""40.41618963776004"" data-long=""49.93917664924741"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Memorial Klinik</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Bakı şəhəri, Nizami rayonu, Əlif Hacıyev küçəsi 12",164,40.412580915873754,49.93318841855538,,Loğman Klinika,(+994 12) 421 12 62 • (+994 12) 323 26 26,tel:(+994 12) 421 12 62 • (+994 12) 323 26 26,"[40.412580915873754, 49.93318841855538]",40.412580915873754,49.93318841855538,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.412580915873754, 49.93318841855538]"" data-lat=""40.412580915873754"" data-long=""49.93318841855538"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Loğman Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Gəncə şəhəri, Kəpəz rayonu, Atatürk prospekti 10",165,40.697028300222826,46.361326213521885,,Sağlam Həyat (Gəncə),+994 51 235 82 82,tel:+994 51 235 82 82,"[40.697028300222826, 46.361326213521885]",40.697028300222826,46.361326213521885,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.697028300222826, 46.361326213521885]"" data-lat=""40.697028300222826"" data-long=""46.361326213521885"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Sağlam Həyat (Gəncə)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/>..."
